qid,dataset,text,dimension_model,dimensions
PERMA3_3,HUMAN,To what extent do you feel that what you do in your life is valuable and worthwhile?,human_23,['Spiritual']
PERMA3_3,HUMAN,To what extent do you feel that what you do in your life is valuable and worthwhile?,human_24,['Spiritual']
PERMA3_3,HUMAN,To what extent do you feel that what you do in your life is valuable and worthwhile?,human_25,['Intellectual']
PERMA3_3,HUMAN,To what extent do you feel that what you do in your life is valuable and worthwhile?,human_26,['Occupational']
PERMA3_3,HUMAN,To what extent do you feel that what you do in your life is valuable and worthwhile?,human_27,['Occupational']
PERMA3_3,HUMAN,To what extent do you feel that what you do in your life is valuable and worthwhile?,human_28,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_01,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_02,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_03,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_04,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_05,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_06,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_07,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_08,['Intellectual']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_09,['Intellectual']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_10,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_11,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_12,['Intellectual']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_13,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_14,['Occupational']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_15,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_16,['Environmental']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_17,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_18,['Intellectual']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_19,['Occupational']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_20,['Spiritual']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_21,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_22,['Spiritual']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_23,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_24,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_25,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_26,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_27,['Emotional']
PERMA3_4,HUMAN,To what extent do you feel excited and interested in things?,human_28,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_01,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_02,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_03,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_04,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_05,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_06,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_07,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_08,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_09,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_10,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_11,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_12,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_13,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_14,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_15,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_16,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_17,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_18,['Environmental']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_19,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_20,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_21,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_22,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_23,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_24,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_25,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_26,['Social']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_27,['Emotional']
PERMA3_5,HUMAN,How lonely do you feel in your daily life?,human_28,['Social']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_01,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_02,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_03,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_04,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_05,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_06,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_07,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_08,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_09,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_10,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_11,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_12,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_13,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_14,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_15,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_16,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_17,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_18,['Intellectual']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_19,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_20,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_21,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_22,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_23,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_24,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_25,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_26,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_27,['Physical']
PERMA4_1,HUMAN,How satisfied are you with your current physical health?,human_28,['Physical']
PERMA5_1,HUMAN,How often do you feel positive?,human_01,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_02,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_03,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_04,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_05,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_06,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_07,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_08,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_09,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_10,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_11,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_12,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_13,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_14,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_15,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_16,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_17,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_18,['Environmental']
PERMA5_1,HUMAN,How often do you feel positive?,human_19,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_20,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_21,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_22,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_23,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_24,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_25,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_26,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_27,['Emotional']
PERMA5_1,HUMAN,How often do you feel positive?,human_28,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_01,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_02,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_03,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_04,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_05,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_06,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_07,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_08,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_09,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_10,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_11,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_12,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_13,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_14,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_15,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_16,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_17,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_18,['Intellectual']
PERMA5_2,HUMAN,How often do you feel angry?,human_19,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_20,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_21,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_22,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_23,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_24,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_25,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_26,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_27,['Emotional']
PERMA5_2,HUMAN,How often do you feel angry?,human_28,['Emotional']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_01,['Emotional']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_02,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_03,['Intellectual']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_04,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_05,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_06,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_07,['Intellectual']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_08,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_09,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_10,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_11,['Emotional']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_12,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_13,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_14,['Intellectual']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_15,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_16,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_17,['Occupational']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_18,['Physical']
PERMA5_3,HUMAN,How often are you able to handle your responsibilities?,human_19,['Intellectual']
